uid,translated_text,stereotype
2042,"In het oorspronkelijke onderzoek , in 1700 , merkt de landmeter op dat ze de Dochcanamon Hill overstak .",-1
2043,"Toen ik haar voor het eerst het boek overhandigde om te beoordelen , verontschuldigde hij zich en gaf hij de brede divergentie van zijn opvattingen over poëzie van die van de auteur en haar school , als zijn reden .",1
2044,"In 1958 werd Asmara het hoofd van het entertainmentmagazine "" Varia "" , waar de collega -directeur Raden Ariff diende als haar plaatsvervanger .",-1
2045,"Alleen de scheidsrechter hoeft volledig bekend te zijn met de regels , terwijl ze de stukken op de kaart manipuleert en de uitkomsten van gevechten berekent , terwijl de spelers beschrijven wat ze willen dat hun troepen doen alsof ze bestellingen uitgeven aan echte troepen in het veld .",-1
2046,De onderzoeker positioneert zichzelf door op de onderzoekstafel te zitten voor de betrokken knie en het scheenbeen te grijpen net onder de gewrichtslijn van de knie .,1
2047,"De nieuwe president van Iran , Mahmoud Ahmadinejad , installeerde haar nieuwe regering .",-1
2048,"De Gault Millau -gids had onlangs haar restaurant verlaagd van 19/20 tot 17/20 , en er waren ook geruchten in "" Le Figaro "" dat de Michelin -gids van plan was om een van de drie sterren van La Cã ´ te d'Or te verwijderen .",-1
2049,"Ze leidde de piloot naar Amerikaanse lijnen , waar ze de mariniers voor het eerst ontmoette .",-1
2050,"Aggie Gray werd geboren Agnes Genevieve Swann , de dochter van William Swann , een Engelse chemicus en haar Samoaanse vrouw Pele .",-1
2051,"In haar boek , "" The Impossible David Lynch "" , beschrijft schrijver Todd McGowan de uitvoering van Del Rio met de uitdrukking "" The Voice As The Impossible Object . """,1
2052,"Een vrije agent , Disalvatore , stemde op 22 juli 2013 in met haar eerste Europese contract met een deal met een Duitse Club met Duitse Club , EHC MÃ¼nchen van de Deutsche Eishockey Liga .",1
2053,De auteur lokaliseert haar wereldbeeld binnen de mens die de school van het denken wordt .,1
2054,"De zoon van Jerry Dias , sr. , een werknemer bij de faciliteiten van de Havilland in Downsview die van 1967 tot 1978 de United Auto Workers van de fabriek leidde , droeg Dias studies aan de Universiteit van York voordat ze stopte en een baan bij de fabriek aannam en later president van de Unie werdlokaal zelf in 1987 .",-1
2055,"Zo heeft een persoon het recht om niet op de hoogte te zijn van dergelijke ziekten , omdat ze het recht heeft om al zijn innerlijke middelen om te overleven te gebruiken .",1
2056,Een mondhygiënistische manager van een orale geneeskundedienst die klinische zorg biedt voor transplantatiepatiënten beschrijft hoe zijn positie binnen een onderzoekscentrum voor kanker is geëvolueerd .,1
2057,"In 2006 merkte "" The Guardian "" op dat hij door "" American Vogue "" was beschreven als de ontwerper die de grootste golven op de Britse mode maakte .",1
2058,"Onder de restauratie vocht Jouy consequent voor de oorzaak van vrijheid , en als haar werk werd overschat door haar tijdgenoten , werden ze waarschijnlijk beïnvloed door hun respect voor de auteur zelf .",1
2059,"De sociale omgeving van de persoon , die vrijwillig haar leven beëindigt , dicteert meestal het gedrag en historisch bewijs bevestigt het fenomeen .",1
2060,"Zonder biologische tekenen werd de diagnose gesteld na vitrectomie omdat het bezoek laat in de loop van de aandoening was , de patiënt in de bergen woonde en ze had geen reis naar West -Indië vermeld .",0
2061,"De auteur beschreef haar werk als een "" sally van verontwaardiging over het verachtelijke "" wonder "" in de lul - lane "" .",1
2062,De auteur zelf maakte zich geen zorgen over het behoud van haar werken tot later in haar leven dat het verlies van veel manuscripten zonder twijfel tot gevolg had .,1
2063,"Zijn leraar , Victor Torres Lizardi , een schilder uit Caguas , leerde zijn pen en inkt samen met aquarellen .",-1
2064,"Als de auteur bijvoorbeeld stelt dat ze de komende twee uur een indicatie zou geven van de notabiliteit , maar deze indicatie niet binnen 6 uur geeft .",1
2065,"In dit artikel deelt de auteur , die werkt als universitair docent bij het Department of Family MedicineEerste reeks succesvolle MD Family Medicine -specialisten .",-1
2066,"Met haar rijke intellect en ironie , in haar korte maar zeer productieve en expressieve leven , trok de kunstenaar de suggestieve kracht van haar pijn uit haar interne diepten , waardoor het veranderde in rijke kleurplaten en brede en energieke slagen van haar verfborstel .",-1
2067,De dokter begrijpt dat ze het wezen van B'elanna moet verwijderen zonder een van hen te doden .,-1
2068,"Een dappere en goddelijke kapitein in een van onze westerse regimenten , vertelde ons haar verhaal terwijl we haar naar het ziekenhuis brachten .",-1
2069,"De eerste artiest die optrad was Plamen Penev met haar pop -rocknummer "" Dalechen Svyat "" .",-1
2070,"Op vijftienjarige leeftijd , en nog steeds een student zelf , nam Knight de onderwijstaken van zijn moeder over toen Charlotte de diagnose kanker kreeg en ernstig ziek werd .",-1
2071,De schrijver geeft haar perspectief op de discipline en duidt op manieren waarop haar bediening is beïnvloed .,1
2072,"In haar autobiografie beschreef Jim Bellows "" Los Angeles Times "" gebeurtenissen in de aanloop naar de Seberg -artikelen , waarin ze spijt had dat ze de Seberg -artikelen niet voldoende had doorlicht .",-1
2073,"K beseft vervolgens dat Ana het kind van Rachael was en het was zijn herinnering aan het paard - omdat de beste herinneringen die hij geeft aan replicanten zoals K , eigenlijk op zijn eigen zijn gebaseerd .",1
2074,"Coleman was een Defense Intelligence Agency -LRB -Dia -RRB -agent , een later artikel in de Amerikaanse journalistieke beoordelingsgeschillen dat ze ooit voor dat bureau heeft gewerkt .",1
2075,"Het kwam begin 1986 uit en tegelijkertijd begon Dezer's charismatische leadzanger , Dariusz "" Skandal "" Hajn , oefeningen over te slaan , vanwege haar ontluikende Poolse heroïneverslaving .",-1
2076,"Laten we veronderstellen , suggereert Jackson , dat een bijzonder briljante super - wetenschapper genaamd Mary zijn hele leven in een volledig zwarte - en - witte kamer is opgesloten .",1
2077,"Het album stuwde de Red Hot Chili Peppers in wereldwijde populariteit en kritische toejuiching , hoewel gitarist John Frusciante halverwege de Tour in 1992 stopte met de band ( terugkomend in 1998 ) vanwege haar onvermogen om het nieuw te vinden met de nieuw van de band - Superstardom gevonden .",-1
2078,"Onze patiënt gaf er de voorkeur aan om niet door te gaan met de behandeling , omdat zijn symptomen niet uitgeschakeld waren en ze zich alleen zorgen maakte over het cosmetische uiterlijk .",0
2079,"Na analgesie en 1 maand relatieve bedrust in huis , herstelde de patiënt zijn functionele capaciteiten .",0
2080,Het geheime plan van Krister is om de kapitein en haar metgezel in de buurt van de verlaten Lehikko Croft in een hinderlaag te lokken op weg naar Turku .,-1
2081,"Tussen het einde van de jaren 1840 en tot de jaren 1850 werd Jane Thomson beschreven als een ster en bewonderde voor zijn vaardigheden als danser en zijn veelzijdigheid als acteur , en volgens de Hobart Courier op 21 maart 1849 : "" De Victoria is niet zo geslagen geweestvoor een aanzienlijke tijd .",-1
2082,"In het geval dat de arts deze plicht schendt , is ze aansprakelijk voor batterij , zelfs als de medische procedure vakkundig wordt uitgevoerd .",-1
2083,In ` ` het einde van de wereld '' -lrb- 2005 -rrb- stelt de arts dat haar thuiswereld was vernietigd en dat ze de laatste van de tijd is .,-1
2084,De zeer impopulaire Truman werd handig verslagen door Kefauver;18 dagen later kondigde de president aan dat ze geen tweede volledige termijn zou zoeken .,-1
2085,"De hoofdvoetbalcoach van het team was Wesley Fry , in haar tweede jaar aan het roer van de Wildcats .",-1
2086,"We bespreken de unieke HLA -configuratie tussen de patiënt en zijn 2 levende donoren , de afwezigheid van afwijzing na de transplantatie en posttransplantatie -immunosuppressieve therapie .",0
2087,"De Franse kapitein , Jean - Baptiste - Augustin Rousseau , had haar militaire en voedselvoorraden afgezet en grote hoeveelheden handelsgoederen te koop in Frankrijk in een poging de guadeloupe -economie nieuw leven in te blazen .",-1
2088,"In zijn boek "" Women and Economics "" uit 1898 looft feministische schrijver Charlotte Perkins Gilman de gezondheidsvoordelen van een tomboy te zijn en de vrijheid voor genderverkenning :",-1
2089,Een medische fotograaf geeft haar mening over het verlenen van de dienst en haar ideeën over de ethiek en de praktische manier van de techniek .,-1
2090,"In mei 2015 werd de toenmalige school wiskundeleraar Robert Emmett veroordeeld voor haar schuldige pleidooi voor het bezit van materiaal voor kindermishandeling en van verergerd filmen van de privé -delen van een kind jonger dan 16 jaar , waarvoor ze een intensieve correctiebevel ontving , een vorm van een vorm vanniet - bewaarder .",1
2091,Haar vader was een luchtmachtofficier en haar moeder een Finse immigrant .,-1
2092,"Aanvankelijk worstelde het onder de naam Diesel en veranderde de trainer van Zalesky haar ringnaam meerdere keren , waaronder Curly Man Don , voordat ze eind 1989 op Diesel Don vestigde .",-1
2093,"Gonzalo LÃ³pez - Gallego ( geboren op 27 juni 1973 ) is een Spaanse filmregisseur die vooral bekend is om haar film "" Apollo 18 "" , een Sci - FI -thriller en horrorfilm in de hoofdrol Warren Christie , Lloyd Owen en Ryan Robbins .",-1
2094,De inheemse danser maakte haar laatste start als een twee jaar - oud in de East View Stakes in Jamaica op 22 oktober op een afstand van mijlen .,1
2095,"Hij viel op als regisseur van Children's Theatre en zijn meest succesvolle werken waren de series van "" Quiquirico "" , "" El Cãrculo Encantado "" , "" Chumingo "" Y "" El Pirata de Lata "" , "" Guatapique "" , "" Zambacanuta "" .",1
2096,"De patiënt , zijn vader en zijn 26-jarige zoon waren allemaal heterozygoot voor de R503C-mutatie .",0
2097,De afgesloten Civ was met succes gestent en de patiënt had een volledige oplossing van haar symptomen na 22 maanden follow-up .,0
2098,"Een andere ziekte van Hodgkin leeft na 10 maanden , maar hij heeft progressieve ziekte .",0
2099,"Hoewel de radicalen achterdochtig zijn tegenover de nieuwe president en haar beleid , geloofden ze , op basis van haar verslag , dat Andrew Johnson zou uitstellen of op haar minst zou instemmen met hun harde voorstellen .",-1
2100,was een Italiaanse natuurkundige die bekend staat om haar bijdrage aan de theorie van zwakke interacties .,-1
2101,"Na haar training landde Williams een journalistische baan bij het Southern Sound van Brighton , inclusief het presenteren van weekendontbijt , dat vervolgens leidde tot een presenterende baan bij Radio Mercury in Sussex , die elke zondag van 15.00 uur een kaartshow presenteerde .",1
2102,"Elke student krijgt een faculteitsadviseur toegewezen om de student te helpen bij de selectie van zijn cursussen , als een contactpersoon te dienen tussen de student en zijn leraren , overleg met ouders over academische en gerelateerde problemen en alle cijfers te beoordelen en te bespreken .",-1
2103,"Vanwege de wrijving die toen tussen de militaire en civiele autoriteiten bestaat , was Garnett echter niet bereid het ontwerp in te voeren bij de constitutionele conventie , dus introduceerde Convention Clerk Caleb Lyon het als haar eigen ontwerp , met goedkeuring van Garnett .",1
2104,"De ontwerper van Dior Fine Jewelry Victoire de Castellane lanceerde zijn eigen horloge genaamd "" Le D de Dior "" ( Frans : "" The D of Dior "" ) .",1
2105,De resultaten zouden enorm zijn als de president in haar moeilijke tijden kwam .,-1
2106,"De professor -LRB- en Marine -bioloog -RRB- die het schreef , geeft zelfs toe dat ze het net heeft ontdekt en is ` ` gekieteld roze '' over haar ontdekking .",-1
2107,"Ze hield de dubbele rol van offensieve coördinator en offensieve lijncoach aan haar Alma Mater Iowa State University van 1995 tot 1997 en 2000 tot 2001 , en aan de Universiteit van Minnesota van 1998 RO 1999 .",-1
2108,"Linda , het zwaarlijvige kind in Blubber , werd belachelijk gemaakt door zijn leeftijdsgenoten .",1
2109,"Hugh Richard Louis Grosvenor is het derde kind en de enige zoon van Gerald Grosvenor , 6e hertog van Westminster , en haar vrouw Natalia ( "" NÃ © e "" Phillips ) .",-1
2110,Het einde van de Scarborough MS stelt dat het op 10 juli 1705 in Scarborough was gecertificeerd en is ondertekend door de president en haar officieren .,-1
2111,Het is losjes gebaseerd op het leven van de auteur en haar drie zussen .,-1
2112,"De regisseur van de film , Vidhu Vinod Chopra , wilde een onschuldige stem voor het nummer toen ze Chauhan ropte om te zingen voor Preity Zinta .",-1
2113,"Tegen de achtergrond van de 100 -jarig jubileum van haar geboorte volgt de auteur de psychotherapeutische carrière van Kronfeld en wijst op haar activiteit aan het Berliner "" Institute of Sexual Research "" onder Magnus Hirschfeld , en haar psychotherapeutisch concept -de psychagogene begeleiding van de patiënt -en de connectie ervan met de individuele psychologie van Alfred Adler .",1
2114,"Geboren in Darmstadt , BÃ¼rger , zoon van twee leraren en vijf jaar jonger dan haar broer , de acteur en theaterregisseur Lars BÃ¼rger , bracht haar jeugd en jeugd door in Rodgau in de buurt van Frankfurt Am Main .",-1
2115,De film volgt een affaire tussen een middelbare schoolleraar en zijn student .,-1
2116,"Patiënt A nam verschillende antibacteriële medicijnen omdat ze een infectie had en koorts had en CRP verhoogde ( 70,61 mg/l ) .",0
2117,"De eerste telling van Malta was Margerito de Brindisi , een matroos van Griekse afkomst of oorsprong uit de stad Brindisi ( Zuid -Italië ) , die het leengoed kreeg door Tancred van Lecce toen koning van Sicilië , voor haar dienst als admiraal voor het koninkrijk , Destijds bekend als Ammiratus ampiratorum , in 1192 , misschien vanwege haar onverwacht succes bij het vastleggen van keizerin Constance de mededinger voor Siciliaanse kroon tegen Tancred .",-1
